Hospital Name,District,Address,Phone No,Mail-ID,Scheme,Speciality
Road Gangavathi",9482567678,"amarpatilk
@rediffmail
.com","Ayushman Bharat -
Arogya
Karnataka,Hutti
Suvarna Arogya
Yojane","NEONATAL AND
PAEDIATRICS,COVID"

"DR G R BHAT
HOSPITAL TALIKOT",Vijayapura,"Dr G R BHAT M G Road
Opp Town Municipal
Corporation Talikote",9972636472,"anandbht@y
ahoo.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Hutti
Suvarna Arogya
Yojane","GENERAL
SURGERY,NEONATAL AND
PAEDIATRICS"

Aveksha Hospital,Bengaluru,"122 Varadarajaswamy
Layout MS Palya
Singapura Bengaluru",9740291389,"ujjvala@ave
kshahospital
.com","Ayushman Bharat -
Arogya
Karnataka,Hutti
Suvarna Arogya
Yojane","GENERAL
MEDICINE,ORTHOPAEDICS,
COVID"

Yashodha hospital,Koppal,busstand road gangavathi,9480089042,"sryashodhah
ospital@gm
ail.com","Ayushman Bharat -
Arogya
Karnataka,Hutti
Suvarna Arogya
Yojane","OBSTETRICS AND
GYNAECOLOGY,GENERAL
MEDICINE,COVID"

"Amar Hospital Child
Care Clinic",Koppal,"July Nagar Bus Stand
Road Gangavathi",9482567678,"amarpatilk
@rediffmail
.com","Ayushman Bharat -
Arogya
Karnataka,Hutti
Suvarna Arogya
Yojane","NEONATAL AND
PAEDIATRICS,COVID"

CEG HOSPITAL,Mysuru,"17 1 KRS MAIN ROAD
V V MOHALLA
MYSORE","0821426696
9","cegmysuru
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","GENERAL
MEDICINE,ORTHOPAEDICS,P
OLYTRAUMA,UROLOGY,CO
VID"

"Arogyadhama Hospital
unit of Shivanagouda
Hosp Pvt","Vijayanagar
a","Arogyadhama Hospital
unit of Shivanagouda
Hospital Pvt Ltd Behind
Post Office Near KSRTC
BusStand",8123690929,"sgarogyahos
pitalsg@gm
ail.com","Ayushman Bharat -
Arogya Karnataka","OBSTETRICS AND
GYNAECOLOGY,ORTHOPAE
DICS,COVID"

"Shri Banashankari Eye
Hospital Bagalkot",Bagalkote,"Mahaveer Road Opposite
Water Tank Bagalkot",9855645666,"shravanmas
urkar@gmai
l.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Hutti
Suvarna Arogya
Yojane",OPHTHALMOLOGY

"Unity Center For
Advanced Pediatric Care",Shivamogga,"Kuvempu Road
Sharavathi Nagar
Shimoga",9739963933,"unitycentera
pc@gmail.c
om","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Hutti
Suvarna Arogya
Yojane","NEONATAL AND
PAEDIATRICS,COVID"

CEG HOSPITAL,Mysuru,"17 1 KRS MAIN ROAD
V V MOHALLA
MYSORE","0821426696
9","cegmysuru
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","GENERAL
MEDICINE,ORTHOPAEDICS,P
OLYTRAUMA,UROLOGY,CO
VID"

"Arogyadhama Hospital
unit of Shivanagouda
Hosp Pvt","Vijayanagar
a","Arogyadhama Hospital
unit of Shivanagouda
Hospital Pvt Ltd Behind
Post Office Near KSRTC
BusStand",8123690929,"sgarogyahos
pitalsg@gm
ail.com","Ayushman Bharat -
Arogya Karnataka","OBSTETRICS AND
GYNAECOLOGY,ORTHOPAE
DICS,COVID"

"Shri Banashankari Eye
Hospital Bagalkot",Bagalkote,"Mahaveer Road Opposite
Water Tank Bagalkot",9855645666,"shravanmas
urkar@gmai
l.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Hutti
Suvarna Arogya
Yojane",OPHTHALMOLOGY

"Unity Center For
Advanced Pediatric Care",Shivamogga,"Kuvempu Road
Sharavathi Nagar
Shimoga",9739963933,"unitycentera
pc@gmail.c
om","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Hutti
Suvarna Arogya
Yojane","NEONATAL AND
PAEDIATRICS,COVID"

"SECURE HOSPITAL
HUBBALLI",Dharwad,"IMZ PLAZA DOLLORS
COLONY GOKUL
ROAD HUBBALLI","2236751083
6","insurance.se
cure123@g
mail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","OBSTETRICS AND
GYNAECOLOGY,CARDIOLO
GY,CARDIOTHORACIC
SURGERY,CARDIOVASCULA
R
SURGERY,NEUROSURGERY,
ORTHOPAEDICS,UROLOGY,
COVID,TKR and THR"

"VIHAAN HEART CARE
PVT LTD",Dharwad,"Above Gokul ICU 3rd
Floor Vivekanand General
Hospital Deshpande
Nagar Hubli 580029","0836225248
8","vihaanhcc@
gmail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Rashtriy
a Bal Swasthya
Karyakram","CARDIOLOGY,CARDIOTHOR
ACIC
SURGERY,CARDIOVASCULA
R SURGERY"

"Mallikarjuna Nursing
Home",Shivamogga,"Hotel Jewel Rock Road
Durgigudi Shimoga",9448123580,"mallikarjuna
hospital@ya
hoo.in","Ayushman Bharat -
Arogya Karnataka","ENT,ORTHOPAEDICS"

"SECURE HOSPITAL
HUBBALLI",Dharwad,"IMZ PLAZA DOLLORS
COLONY GOKUL
ROAD HUBBALLI","2236751083
6","insurance.se
cure123@g
mail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","OBSTETRICS AND
GYNAECOLOGY,CARDIOLO
GY,CARDIOTHORACIC
SURGERY,CARDIOVASCULA
R
SURGERY,NEUROSURGERY,
ORTHOPAEDICS,UROLOGY,
COVID,TKR and THR"

"VIHAAN HEART CARE
PVT LTD",Dharwad,"Above Gokul ICU 3rd
Floor Vivekanand General
Hospital Deshpande
Nagar Hubli 580029","0836225248
8","vihaanhcc@
gmail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Rashtriy
a Bal Swasthya
Karyakram","CARDIOLOGY,CARDIOTHOR
ACIC
SURGERY,CARDIOVASCULA
R SURGERY"

"Mallikarjuna Nursing
Home",Shivamogga,"Hotel Jewel Rock Road
Durgigudi Shimoga",9448123580,"mallikarjuna
hospital@ya
hoo.in","Ayushman Bharat -
Arogya Karnataka","ENT,ORTHOPAEDICS"

"Sharada Ortho Speciality
Hospital",Bagalkote,"Beside Deshpande Petrol
Pump Basav Nagar Ranna
Circle","0835028014
1","sharadahosp
italmudhol
@gmail.co
m","Ayushman Bharat -
Arogya
Karnataka,Hutti
Suvarna Arogya
Yojane","GENERAL
SURGERY,ORTHOPAEDICS"

ACE Suhas Hospital,Bengaluru,"CA 2 circle Jigani
Industrial Area Anekal
Bangalore","9848865811
9","care@ace-s
uhashospital
.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,ENT,GENERAL
MEDICINE,ORTHOPAEDICS,
UROLOGY,COVID"

R K HOSPITAL,"Chamarajan
agara","DOUBLE ROAD
CHAMARAJANAGARA","0822622212
2","ravirkhospit
almanager@
gmail.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,ORTHOPAEDICS"

"New Janapriya Super
Specialty Hospital",Bengaluru,"319 East Of NGEF Layout
Opposite Sbi Bank
Kasturinagar",6364605555,"stalan.g@ne
wjanapriyah
ospital.org","Ayushman Bharat -
Arogya Karnataka",COVID

"Nandi Multi Specialty
Hospital","Bengaluru
Rural","G F Adjecent to Reception
D Cross Road
Doddaballapaura",8147655772,"nandihospit
al.doddaball
apur@gmail
.com","Ayushman Bharat -
Arogya Karnataka",COVID

"Sharada Ortho Speciality
Hospital",Bagalkote,"Beside Deshpande Petrol
Pump Basav Nagar Ranna
Circle","0835028014
1","sharadahosp
italmudhol
@gmail.co
m","Ayushman Bharat -
Arogya
Karnataka,Hutti
Suvarna Arogya
Yojane","GENERAL
SURGERY,ORTHOPAEDICS"

ACE Suhas Hospital,Bengaluru,"CA 2 circle Jigani
Industrial Area Anekal
Bangalore","9848865811
9","care@ace-s
uhashospital
.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,ENT,GENERAL
MEDICINE,ORTHOPAEDICS,
UROLOGY,COVID"

R K HOSPITAL,"Chamarajan
agara","DOUBLE ROAD
CHAMARAJANAGARA","0822622212
2","ravirkhospit
almanager@
gmail.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,ORTHOPAEDICS"

"New Janapriya Super
Specialty Hospital",Bengaluru,"319 East Of NGEF Layout
Opposite Sbi Bank
Kasturinagar",6364605555,"stalan.g@ne
wjanapriyah
ospital.org","Ayushman Bharat -
Arogya Karnataka",COVID

"Nandi Multi Specialty
Hospital","Bengaluru
Rural","G F Adjecent to Reception
D Cross Road
Doddaballapaura",8147655772,"nandihospit
al.doddaball
apur@gmail
.com","Ayushman Bharat -
Arogya Karnataka",COVID

"Shivajyoti Institute of
Child Health",Haveri,Heggeri Road Haveri,9448109997,"sioch.haveri
@gmail.co
m","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","NEONATAL AND
PAEDIATRICS"

"Primary Health Centre
Manhalli",Bidar,Manhalli Bidar,7892174876,"phcmanhalli
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Sri Siddhartha Institute Of
Medical Sciences","Bengaluru
Rural","T Begur Nelamangala
Bangalore Rural",9845776090,"ssimstbegur
@gmail.co
m","Ayushman Bharat -
Arogya
Karnataka,Rashtriy
a Bal Swasthya
Karyakram","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,MENTAL
DISORDERS
PACKAGES,OPHTHALMOLO
GY,ORTHOPAEDICS,COVID,
Accident Victims"

"Shivajyoti Institute of
Child Health",Haveri,Heggeri Road Haveri,9448109997,"sioch.haveri
@gmail.co
m","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","NEONATAL AND
PAEDIATRICS"

"Primary Health Centre
Manhalli",Bidar,Manhalli Bidar,7892174876,"phcmanhalli
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Sri Siddhartha Institute Of
Medical Sciences","Bengaluru
Rural","T Begur Nelamangala
Bangalore Rural",9845776090,"ssimstbegur
@gmail.co
m","Ayushman Bharat -
Arogya
Karnataka,Rashtriy
a Bal Swasthya
Karyakram","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,MENTAL
DISORDERS
PACKAGES,OPHTHALMOLO
GY,ORTHOPAEDICS,COVID,
Accident Victims"

"NEW PRIYADARSHINI
HOSPITAL",Mysuru,"NO 13 4TH CROSS 7TH
MAIN BRINDAVAN
EXTENSION KRSROAD
NEAR TBSANITORIUM
HOSPITAL","0821655777
7","nph.mys@g
mail.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,ORTHOPAEDI
CS,POLYTRAUMA,UROLOGY
,PLASTIC &
RECONSTRUCTIVE
SURGERY,COVID"

Devatha hospital,Kalaburagi,"Near Eshwar temple
Khuba plots Kalaburagi
585103",9449822973,"devatahospit
al@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","OBSTETRICS AND
GYNAECOLOGY,OPHTHALM
OLOGY,ORTHOPAEDICS"

"Chitradurga
Multispeciality Hospital",Chitradurga,"Harinakshi Layout
Turuvanur Road",7975872983,"rajeshms69
@hotmail.c
om","Ayushman Bharat -
Arogya Karnataka","ORTHOPAEDICS,UROLOGY,
COVID,Accident Victims"

SHIFAA HOSPITAL,Bengaluru,"NO 332 DARUS SALAM
QUEENS ROAD
BANGALORE 560052",9342214720,"shifaa.hospit
al@gmail.c
om","Ayushman Bharat -
Arogya Karnataka",COVID

"NEW PRIYADARSHINI
HOSPITAL",Mysuru,"NO 13 4TH CROSS 7TH
MAIN BRINDAVAN
EXTENSION KRSROAD
NEAR TBSANITORIUM
HOSPITAL","0821655777
7","nph.mys@g
mail.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,ORTHOPAEDI
CS,POLYTRAUMA,UROLOGY
,PLASTIC &
RECONSTRUCTIVE
SURGERY,COVID"

Devatha hospital,Kalaburagi,"Near Eshwar temple
Khuba plots Kalaburagi
585103",9449822973,"devatahospit
al@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","OBSTETRICS AND
GYNAECOLOGY,OPHTHALM
OLOGY,ORTHOPAEDICS"

"Chitradurga
Multispeciality Hospital",Chitradurga,"Harinakshi Layout
Turuvanur Road",7975872983,"rajeshms69
@hotmail.c
om","Ayushman Bharat -
Arogya Karnataka","ORTHOPAEDICS,UROLOGY,
COVID,Accident Victims"

SHIFAA HOSPITAL,Bengaluru,"NO 332 DARUS SALAM
QUEENS ROAD
BANGALORE 560052",9342214720,"shifaa.hospit
al@gmail.c
om","Ayushman Bharat -
Arogya Karnataka",COVID

"Manipal Northside
Hospital a unit of
MHEPL",Bengaluru,"71 11th Main Opposite
Malleshwaram Railway
station Malleshwaram",9731399257,"mnshbilling
@manipalh
ospitals.com","Ayushman Bharat -
Arogya Karnataka",COVID

"Bhagwan Mahaveer Jain
Hospital Girinagar",Bengaluru,"6th Cross 3rd Main
Avalahalli Extension
Girinagar",9538998631,"quality.gn@
bmjh.org","Ayushman Bharat -
Arogya Karnataka",COVID

"Dr TMA Pai Hospital
Udupi",Udupi,"Court Rd opp Taluk
Office Brahmagiri Udupi
576101",7760849736,"office.tmaph
@manipal.e
du","Ayushman Bharat -
Arogya Karnataka",COVID

Asian Hospital,Bengaluru,"No 27 A Cross Opp Vani
Vilas Hospital  K R ROad
Near City market",9945550000,"asianhospita
lblr@gmail.
com","Ayushman Bharat -
Arogya Karnataka",COVID

St Philomenas Hospital,Bengaluru,"No 4 Campbell Road
Xavier Layout Viveknagar
Bangalore 560047",9741850812,"docyesp@h
otmail.com","Ayushman Bharat -
Arogya Karnataka",COVID

PHC Taggahalli,Mandya,"PHC Taggahalli maddur
tq Mandya dist",9448677607,"phctaggahal
li@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

Vaatsalya Hospital,Koppal,"Near old DC circle
Shivashanth Nagar Hospet
road Koppal",9845035467,"kop.mo@va
atsalya.com","Ayushman Bharat -
Arogya Karnataka","OBSTETRICS AND
GYNAECOLOGY,COVID"

"Manipal Northside
Hospital a unit of
MHEPL",Bengaluru,"71 11th Main Opposite
Malleshwaram Railway
station Malleshwaram",9731399257,"mnshbilling
@manipalh
ospitals.com","Ayushman Bharat -
Arogya Karnataka",COVID

"Bhagwan Mahaveer Jain
Hospital Girinagar",Bengaluru,"6th Cross 3rd Main
Avalahalli Extension
Girinagar",9538998631,"quality.gn@
bmjh.org","Ayushman Bharat -
Arogya Karnataka",COVID

"Dr TMA Pai Hospital
Udupi",Udupi,"Court Rd opp Taluk
Office Brahmagiri Udupi
576101",7760849736,"office.tmaph
@manipal.e
du","Ayushman Bharat -
Arogya Karnataka",COVID

Asian Hospital,Bengaluru,"No 27 A Cross Opp Vani
Vilas Hospital  K R ROad
Near City market",9945550000,"asianhospita
lblr@gmail.
com","Ayushman Bharat -
Arogya Karnataka",COVID

St Philomenas Hospital,Bengaluru,"No 4 Campbell Road
Xavier Layout Viveknagar
Bangalore 560047",9741850812,"docyesp@h
otmail.com","Ayushman Bharat -
Arogya Karnataka",COVID

PHC Taggahalli,Mandya,"PHC Taggahalli maddur
tq Mandya dist",9448677607,"phctaggahal
li@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

Vaatsalya Hospital,Koppal,"Near old DC circle
Shivashanth Nagar Hospet
road Koppal",9845035467,"kop.mo@va
atsalya.com","Ayushman Bharat -
Arogya Karnataka","OBSTETRICS AND
GYNAECOLOGY,COVID"

"TRUSTWELL
HOSPITALS PRIVATE
LIMITED",Bengaluru,"5 chandrika trade centre J
C road","0804566677
7","prashanth_
mv@trustw
ellhospitals.
com","Ayushman Bharat -
Arogya Karnataka",COVID

Rangadore hospital,Bengaluru,"1st Cross Rd
Shankarapura
Basavanagudi Bengaluru
Karnataka 560004",9342812997,"admin@rmh
ospital.in","Ayushman Bharat -
Arogya Karnataka",COVID

"FORTIS HOSPITALS
Nagarbhavi",Bengaluru,"119 Survey No 23 80 Feet
Main Rd Nagarbhavi 2nd
Stage Krupa Layout
Bengaluru Karnataka
560072",0802253698,"ganesh.s@f
ortishealthc
are.com","Ayushman Bharat -
Arogya Karnataka",COVID

Sakra Hospital,Bengaluru,"SY NO 52 2  52 3
Devarabeesanahalli
Varthur Hobli Opp Intel
Outer Ring Rd
Marathahalli  Bengaluru",9341960717,"deepak.bala
ni@sakrawo
rldhospital.c
om","Ayushman Bharat -
Arogya Karnataka",COVID

"BANGALORE BAPTIST
HOSPITAL",Bengaluru,"BELLARY ROAD
HEBBAL BANGALORE","0802202430
4","ceo.bbh@g
mail.com","Ayushman Bharat -
Arogya Karnataka",COVID

"TRUSTWELL
HOSPITALS PRIVATE
LIMITED",Bengaluru,"5 chandrika trade centre J
C road","0804566677
7","prashanth_
mv@trustw
ellhospitals.
com","Ayushman Bharat -
Arogya Karnataka",COVID

Rangadore hospital,Bengaluru,"1st Cross Rd
Shankarapura
Basavanagudi Bengaluru
Karnataka 560004",9342812997,"admin@rmh
ospital.in","Ayushman Bharat -
Arogya Karnataka",COVID

"FORTIS HOSPITALS
Nagarbhavi",Bengaluru,"119 Survey No 23 80 Feet
Main Rd Nagarbhavi 2nd
Stage Krupa Layout
Bengaluru Karnataka
560072",0802253698,"ganesh.s@f
ortishealthc
are.com","Ayushman Bharat -
Arogya Karnataka",COVID

Sakra Hospital,Bengaluru,"SY NO 52 2  52 3
Devarabeesanahalli
Varthur Hobli Opp Intel
Outer Ring Rd
Marathahalli  Bengaluru",9341960717,"deepak.bala
ni@sakrawo
rldhospital.c
om","Ayushman Bharat -
Arogya Karnataka",COVID

"BANGALORE BAPTIST
HOSPITAL",Bengaluru,"BELLARY ROAD
HEBBAL BANGALORE","0802202430
4","ceo.bbh@g
mail.com","Ayushman Bharat -
Arogya Karnataka",COVID

ST MARTHAS Hospital,Bengaluru,"Nrupathunga Rd
Ambedkar Veedhi
Bengaluru Karnataka
560001",9880063284,"pro@stmart
has.in","Ayushman Bharat -
Arogya Karnataka",COVID

"APOLLO HOSPITALS
ENTERPRISE LIMITED",Bengaluru,"14th Cross Road  near
Madhavan Park Circle
Jayanagar East  Jayanagar
Bengaluru  Karnataka
560011",9900236831,"ashok_br@a
pollohospita
ls.com","Ayushman Bharat -
Arogya Karnataka",COVID

"Vimalalaya Hospital a
Unit of Vimalalaya
hospital",Bengaluru,"Huskur Gate  Hosur Road
Post  Electronic City
Bengaluru  Karnataka
560100",8867148162,"vimalalayah
ospital@gm
ail.com","Ayushman Bharat -
Arogya Karnataka",COVID

"Agadi Hospital and
research centre",Bengaluru,"Siddaiah Rd  Vinayaka
Nagar  Shamana Garden
Wilson Garden  Bengaluru
Karnataka 560027",9844022925,"agadihospita
l@hotmail.c
om","Ayushman Bharat -
Arogya Karnataka",COVID

ST MARTHAS Hospital,Bengaluru,"Nrupathunga Rd
Ambedkar Veedhi
Bengaluru Karnataka
560001",9880063284,"pro@stmart
has.in","Ayushman Bharat -
Arogya Karnataka",COVID

"APOLLO HOSPITALS
ENTERPRISE LIMITED",Bengaluru,"14th Cross Road  near
Madhavan Park Circle
Jayanagar East  Jayanagar
Bengaluru  Karnataka
560011",9900236831,"ashok_br@a
pollohospita
ls.com","Ayushman Bharat -
Arogya Karnataka",COVID

"Vimalalaya Hospital a
Unit of Vimalalaya
hospital",Bengaluru,"Huskur Gate  Hosur Road
Post  Electronic City
Bengaluru  Karnataka
560100",8867148162,"vimalalayah
ospital@gm
ail.com","Ayushman Bharat -
Arogya Karnataka",COVID

"Agadi Hospital and
research centre",Bengaluru,"Siddaiah Rd  Vinayaka
Nagar  Shamana Garden
Wilson Garden  Bengaluru
Karnataka 560027",9844022925,"agadihospita
l@hotmail.c
om","Ayushman Bharat -
Arogya Karnataka",COVID

Atreum Hospitals Pvt Ltd,Bengaluru,"N 916D  80 feet Road
Ideal homes township
Rajarajeshwari Nagar
Bangalore 560098",9980200722,"atreumhospi
tals@gmail.
com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,BURNS,ENT
,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,NEUROSURGE
RY,POLYTRAUMA,UROLOG
Y,SURGICAL
GASTROENTEROLOGY,PLAS
TIC & RECONSTRUCTIVE
SURGERY,COVID,TKR and
THR"

"Manipal Hospital Pvt Ltd
Vartur Road previously
Columbia Asia hospital
White Field",Bengaluru,"Whitefield Main Rd
Varthur Kodi
Ramagondanahalli
Bengaluru  Karnataka
560066",9709999792,"ranjay.s@m
anipalhospit
als.com","Ayushman Bharat -
Arogya Karnataka",COVID

Atreum Hospitals Pvt Ltd,Bengaluru,"N 916D  80 feet Road
Ideal homes township
Rajarajeshwari Nagar
Bangalore 560098",9980200722,"atreumhospi
tals@gmail.
com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,BURNS,ENT
,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,NEUROSURGE
RY,POLYTRAUMA,UROLOG
Y,SURGICAL
GASTROENTEROLOGY,PLAS
TIC & RECONSTRUCTIVE
SURGERY,COVID,TKR and
THR"

"Manipal Hospital Pvt Ltd
Vartur Road previously
Columbia Asia hospital
White Field",Bengaluru,"Whitefield Main Rd
Varthur Kodi
Ramagondanahalli
Bengaluru  Karnataka
560066",9709999792,"ranjay.s@m
anipalhospit
als.com","Ayushman Bharat -
Arogya Karnataka",COVID

"The Pulse Multispeciality
Hospital",Bengaluru,"5 9   5 8 1  20th Main
Road  50 Feet Rd
Muneshwara Block
Banashankari  Bengaluru
Karnataka 560085",9343795231,"thepulsehos
pital2011@
gmail.com","Ayushman Bharat -
Arogya Karnataka",COVID

Jeevika Hospitals Pvt Ltd,Bengaluru,"95 3 Marathalli Outer ring
road Doddanekundi
Bangalore",9845161121,"jeevikahospi
tals@gmail.
com","Ayushman Bharat -
Arogya Karnataka",COVID

Vasavi Hospital,Bengaluru,"15  1st Stage  Opp  to 15E
Bus Stop  70th Cross Rd
Kumaraswamy Layout
Bengaluru  Karnataka
560078",9740198007,"insurance@
vasavihospit
als.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,CARDIOLO
GY,CARDIOTHORACIC
SURGERY,ENT,GENERAL
MEDICINE,NEUROSURGERY,
ORTHOPAEDICS,POLYTRAU
MA,SURGICAL
GASTROENTEROLOGY,COVI
D"

"The Pulse Multispeciality
Hospital",Bengaluru,"5 9   5 8 1  20th Main
Road  50 Feet Rd
Muneshwara Block
Banashankari  Bengaluru
Karnataka 560085",9343795231,"thepulsehos
pital2011@
gmail.com","Ayushman Bharat -
Arogya Karnataka",COVID

Jeevika Hospitals Pvt Ltd,Bengaluru,"95 3 Marathalli Outer ring
road Doddanekundi
Bangalore",9845161121,"jeevikahospi
tals@gmail.
com","Ayushman Bharat -
Arogya Karnataka",COVID

Vasavi Hospital,Bengaluru,"15  1st Stage  Opp  to 15E
Bus Stop  70th Cross Rd
Kumaraswamy Layout
Bengaluru  Karnataka
560078",9740198007,"insurance@
vasavihospit
als.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,CARDIOLO
GY,CARDIOTHORACIC
SURGERY,ENT,GENERAL
MEDICINE,NEUROSURGERY,
ORTHOPAEDICS,POLYTRAU
MA,SURGICAL
GASTROENTEROLOGY,COVI
D"

"Comfort Multi Speciality
Hospital",Bengaluru,"Kaggadasapura Main
Road C V Raman Nagar
Kaggadasapura Bengaluru
Karnataka 560093",9663350232,"jacqulinede
nnis@yahoo
.com","Ayushman Bharat -
Arogya Karnataka",COVID

"Jayashree Multispeciality
Hospital",Bengaluru,"No 25 26 and 27 1st cross
B Block Vishwapriya
Nagar Begur Bangalore",9845097697,"jayashree.m
shospital@y
ahoo.com","Ayushman Bharat -
Arogya Karnataka",COVID

"CHRIS SUPER
SPECIALITY
HOSPITAL",Bengaluru,"At Chris Super Speciality
Hospital and Research
Centre  First Floor
Hennur Junction  Kalyan
Nagar",9945015827,"sandeep.she
khawat@ple
xushospitals
.com","Ayushman Bharat -
Arogya Karnataka",COVID

"Suguna Hospital
Bangalore",Bengaluru,"No 87 Dr Rajkumar Road
4th N Block Rajajinagar",9591177299,"drravindra@
sugunahospi
tal.com","Ayushman Bharat -
Arogya Karnataka","CARDIOLOGY,CARDIOTHOR
ACIC
SURGERY,CARDIOVASCULA
R SURGERY,GENERAL
MEDICINE,COVID"

Kavitha Hospital,Bengaluru,"95  4th main
vijayachandra Kalyana
Mantapa road
sunkadakatte  Bengaluru",9341217545,"info@brook
efieldhospit
al.com","Ayushman Bharat -
Arogya Karnataka",COVID

"Comfort Multi Speciality
Hospital",Bengaluru,"Kaggadasapura Main
Road C V Raman Nagar
Kaggadasapura Bengaluru
Karnataka 560093",9663350232,"jacqulinede
nnis@yahoo
.com","Ayushman Bharat -
Arogya Karnataka",COVID

"Jayashree Multispeciality
Hospital",Bengaluru,"No 25 26 and 27 1st cross
B Block Vishwapriya
Nagar Begur Bangalore",9845097697,"jayashree.m
shospital@y
ahoo.com","Ayushman Bharat -
Arogya Karnataka",COVID

"CHRIS SUPER
SPECIALITY
HOSPITAL",Bengaluru,"At Chris Super Speciality
Hospital and Research
Centre  First Floor
Hennur Junction  Kalyan
Nagar",9945015827,"sandeep.she
khawat@ple
xushospitals
.com","Ayushman Bharat -
Arogya Karnataka",COVID

"Suguna Hospital
Bangalore",Bengaluru,"No 87 Dr Rajkumar Road
4th N Block Rajajinagar",9591177299,"drravindra@
sugunahospi
tal.com","Ayushman Bharat -
Arogya Karnataka","CARDIOLOGY,CARDIOTHOR
ACIC
SURGERY,CARDIOVASCULA
R SURGERY,GENERAL
MEDICINE,COVID"

Kavitha Hospital,Bengaluru,"95  4th main
vijayachandra Kalyana
Mantapa road
sunkadakatte  Bengaluru",9341217545,"info@brook
efieldhospit
al.com","Ayushman Bharat -
Arogya Karnataka",COVID

"M S SHEKHAR
HOSPITAL",Bengaluru,"NO 81 BULL TEMPLE
ROAD BANGALORE 19",8762801329,"shekharhosp
italbtr@gma
il.com","Ayushman Bharat -
Arogya Karnataka",COVID

Sreenivasa hospital,Bengaluru,"12  PARK ROAD  Near
CHICKLALBAGH
BANGALORE 560053",9845364645,"sreenivasah
ospital@yah
oo.com","Ayushman Bharat -
Arogya Karnataka",COVID

"Supurva Hospitals Private
Limited",Bengaluru,"No 1  Vasanthapura Main
Road  Bangalore 560061",9663555044,"info@supur
vahospitals.
com","Ayushman Bharat -
Arogya Karnataka",COVID

"Sparsh Super Speciality
Hospital Yeshwanthapura",Bengaluru,"NO 4 1 TUMKUR ROAD
YESHWANTHPUR",9108819030,"INSURAN
CE.YPR@S
PARSHHO
SPITAL.CO
